zone,prop_type,listing_type,furnishing,bhk,area,bathrooms,age,amenities_count,floor,total_floors,has_metro,price
Hinjewadi,apartment,sale,semi-furnished,2,1150,2,15,2,9,10,1,7753600
Magarpatta,commercial,rent,unfurnished,0,4365,1,25,6,0,1,0,158700
Magarpatta,apartment,sale,unfurnished,1,812,1,11,5,0,3,0,6113400
Undri,apartment,sale,unfurnished,3,1123,3,19,6,4,4,0,4881400
Balewadi,apartment,sale,semi-furnished,3,1330,3,0,6,8,12,0,17517800
Pimple Saudagar,house,sale,unfurnished,2,1132,2,26,5,6,10,0,7358700
Hinjewadi,apartment,sale,semi-furnished,2,870,2,13,2,8,15,1,6360600
Baner,apartment,sale,unfurnished,2,1237,2,27,2,4,10,1,8461600
Viman Nagar,villa,sale,unfurnished,4,2550,4,8,3,12,12,1,32766700
Aundh,apartment,rent,unfurnished,2,1133,2,4,3,1,2,1,51700
Kondhwa,apartment,sale,semi-furnished,3,1218,3,20,0,15,17,0,7516000
Balewadi,house,sale,fully-furnished,2,941,2,31,6,5,8,0,8541700
Baner,house,rent,semi-furnished,2,823,2,4,8,1,2,1,35100
Viman Nagar,apartment,sale,fully-furnished,2,977,2,16,10,3,16,1,12869100
Kalyani Nagar,commercial,sale,semi-furnished,0,2533,1,2,5,0,1,0,45550200
Aundh,commercial,rent,semi-furnished,0,1810,1,12,4,0,1,1,224700
Viman Nagar,apartment,rent,semi-furnished,2,986,2,22,5,8,8,1,50900
Magarpatta,house,rent,unfurnished,4,1540,4,1,4,2,8,0,120300
Baner,apartment,sale,semi-furnished,3,1504,3,26,9,0,8,1,12485500
Viman Nagar,commercial,sale,unfurnished,0,4094,1,0,3,0,1,1,58879900
Hinjewadi,apartment,rent,fully-furnished,2,888,2,9,1,3,14,1,33100
Hadapsar,house,sale,semi-furnished,5,1637,5,31,1,1,11,0,9480200
Magarpatta,house,sale,semi-furnished,5,2316,5,1,2,2,5,0,30962400
Hadapsar,apartment,sale,fully-furnished,2,766,2,31,6,4,14,0,4127000
Kondhwa,apartment,sale,unfurnished,2,717,2,6,0,1,10,0,3901500
Kothrud,apartment,rent,semi-furnished,4,1625,4,4,4,3,6,1,147200
Hinjewadi,apartment,sale,semi-furnished,3,1603,3,5,4,5,7,1,17350600
Undri,apartment,sale,unfurnished,3,1395,3,31,5,2,2,0,5710100
Kothrud,apartment,rent,fully-furnished,3,1505,3,28,8,0,5,1,108100
Koregaon Park,apartment,rent,unfurnished,2,1056,2,11,6,0,3,0,46000
Wanowrie,commercial,rent,semi-furnished,0,1020,1,10,3,0,1,0,114700
Viman Nagar,apartment,sale,semi-furnished,2,939,2,0,9,11,13,1,14905500
Wanowrie,studio,rent,unfurnished,1,470,1,30,3,1,12,0,13800
Wagholi,studio,rent,semi-furnished,1,501,1,24,7,2,9,0,17600
Shivajinagar,apartment,rent,semi-furnished,1,867,1,13,6,1,9,1,19400
Kondhwa,apartment,rent,fully-furnished,2,868,2,3,1,0,13,0,34200
Chinchwad,apartment,sale,unfurnished,3,1465,3,1,3,4,4,0,9661400
Chinchwad,studio,sale,semi-furnished,1,524,1,17,5,0,5,0,2913100
Kalyani Nagar,apartment,rent,semi-furnished,2,882,2,31,9,0,6,0,65700
Aundh,villa,rent,fully-furnished,4,2560,4,15,6,6,16,1,524700
Hadapsar,commercial,sale,unfurnished,0,5145,1,7,1,0,1,0,38811600
Kharadi,apartment,sale,fully-furnished,4,1345,4,16,10,2,7,1,15825800
Koregaon Park,commercial,sale,semi-furnished,0,3302,1,26,5,0,1,0,42832100
Aundh,studio,rent,unfurnished,1,490,1,31,5,4,10,1,29300
Kothrud,studio,rent,semi-furnished,1,472,1,15,5,0,14,1,27400
Hinjewadi,apartment,sale,unfurnished,4,1511,4,9,3,7,11,1,14510500
Viman Nagar,apartment,rent,fully-furnished,4,1692,4,17,5,2,11,1,192600
Wakad,apartment,sale,unfurnished,2,1181,2,6,6,6,14,1,7919700
Kondhwa,commercial,rent,fully-furnished,0,5041,1,0,0,0,1,0,283600
Baner,studio,rent,unfurnished,1,629,1,15,8,8,17,1,35000
Hinjewadi,apartment,rent,fully-furnished,3,1308,3,26,5,4,5,1,75100
Undri,apartment,sale,semi-furnished,3,1501,3,15,4,8,10,0,9890200
Viman Nagar,apartment,sale,semi-furnished,2,1293,2,20,4,3,7,1,12234400
Hinjewadi,apartment,rent,unfurnished,4,1837,4,16,4,5,7,1,109500
Hinjewadi,studio,sale,semi-furnished,1,468,1,14,2,11,14,1,3446500
Hinjewadi,apartment,rent,fully-furnished,2,1235,2,25,3,2,3,1,40900
Wagholi,apartment,sale,fully-furnished,5,1873,5,31,4,14,14,0,13313000
Wagholi,house,rent,fully-furnished,3,1252,3,18,2,10,10,0,51300
Wanowrie,plot,rent,unfurnished,0,1379,1,19,2,0,1,0,37500
Pimpri,studio,rent,semi-furnished,1,437,1,11,2,10,10,0,11000
Pimpri,plot,sale,semi-furnished,0,1849,1,2,5,0,1,0,9861200
Viman Nagar,studio,sale,fully-furnished,1,541,1,12,5,4,5,1,5583000
Pimple Saudagar,plot,rent,fully-furnished,0,3480,1,3,4,0,1,0,81000
Hinjewadi,apartment,rent,semi-furnished,2,1228,2,19,0,4,13,1,38700
Boat Club Road,apartment,sale,semi-furnished,2,777,2,0,7,6,11,0,14070100
Chinchwad,apartment,rent,semi-furnished,2,1079,2,12,5,1,11,0,32700
Koregaon Park,apartment,sale,semi-furnished,2,1096,2,0,8,9,13,0,17572400
Kharadi,apartment,rent,semi-furnished,2,709,2,0,3,0,2,1,22700
Hinjewadi,apartment,rent,fully-furnished,1,1059,1,29,3,5,6,1,23400
Hinjewadi,villa,sale,fully-furnished,1,2773,1,6,2,4,5,1,37771300
Magarpatta,house,sale,semi-furnished,1,647,1,4,1,7,7,0,5693500
Baner,apartment,sale,semi-furnished,5,1996,5,11,0,7,7,1,28615400
Hinjewadi,commercial,sale,semi-furnished,0,4193,1,10,5,0,1,1,18824100
Aundh,apartment,sale,semi-furnished,2,825,2,3,5,16,21,1,8563400
Wakad,house,rent,fully-furnished,2,949,2,27,3,4,13,1,40800
Wagholi,villa,sale,unfurnished,3,2793,3,1,2,7,15,0,20810900
Kalyani Nagar,apartment,rent,unfurnished,1,438,1,2,7,0,2,0,18200
Boat Club Road,apartment,sale,semi-furnished,3,1451,3,28,5,1,8,0,17455200
Pisoli,apartment,rent,unfurnished,2,799,2,18,0,10,22,0,20900
Magarpatta,apartment,sale,unfurnished,2,1229,2,26,1,12,13,0,7359300
Hinjewadi,studio,sale,semi-furnished,1,385,1,27,5,9,12,1,2905400
Wagholi,plot,sale,unfurnished,0,3574,1,31,2,0,1,0,7471500
Pisoli,apartment,sale,unfurnished,5,1893,5,4,1,12,15,0,12618000
Kothrud,apartment,rent,semi-furnished,5,1841,5,24,2,6,16,1,227600
Koregaon Park,villa,sale,semi-furnished,2,3059,2,0,6,4,5,0,53823100
Undri,apartment,sale,fully-furnished,2,1119,2,3,0,2,2,0,6349800
Viman Nagar,commercial,sale,fully-furnished,0,3564,1,19,6,0,1,1,39267800
Hinjewadi,apartment,rent,unfurnished,2,1187,2,2,2,1,8,1,42800
Hinjewadi,apartment,sale,semi-furnished,2,905,2,15,0,0,2,1,5152900
Bavdhan,plot,sale,semi-furnished,0,3346,1,0,2,0,1,0,12985200
Hadapsar,commercial,sale,semi-furnished,0,2421,1,20,6,0,1,0,18228700
Wakad,plot,rent,semi-furnished,0,1502,1,3,9,0,1,1,71800
Aundh,studio,rent,semi-furnished,1,415,1,31,5,1,3,1,26700
Pisoli,studio,rent,fully-furnished,1,535,1,10,4,4,7,0,18200
Kothrud,villa,sale,fully-furnished,1,1200,1,10,5,9,10,1,16981200
Viman Nagar,apartment,rent,semi-furnished,3,1518,3,8,10,2,9,1,130400
Pimple Saudagar,apartment,rent,fully-furnished,3,1223,3,12,5,3,6,0,69300
Koregaon Park,apartment,rent,fully-furnished,2,1130,2,13,5,2,2,0,80300
Kalyani Nagar,plot,rent,semi-furnished,0,1811,1,12,7,0,1,0,80900
Koregaon Park,commercial,sale,fully-furnished,0,1650,1,5,8,0,1,0,26570100
Pimpri,apartment,rent,unfurnished,2,1159,2,12,0,8,10,0,28500
Chinchwad,villa,sale,fully-furnished,4,3031,4,10,4,12,15,0,25891400
Chinchwad,apartment,rent,semi-furnished,1,653,1,2,5,4,9,0,13000
Aundh,apartment,sale,semi-furnished,2,954,2,22,5,1,5,1,6867100
Baner,apartment,rent,unfurnished,2,936,2,11,4,1,4,1,46300
Pashan,apartment,sale,fully-furnished,3,1316,3,4,8,9,12,0,18023400
Hinjewadi,apartment,rent,unfurnished,2,752,2,10,0,4,8,1,27000
Magarpatta,apartment,sale,semi-furnished,3,1428,3,3,4,9,12,0,14977100
Kharadi,apartment,sale,semi-furnished,3,785,3,11,1,7,14,1,7082900
Wanowrie,apartment,sale,fully-furnished,5,1909,5,21,2,0,11,0,17270900
Kharadi,apartment,sale,fully-furnished,2,848,2,16,1,11,11,1,6325500
Hinjewadi,house,sale,semi-furnished,5,1939,5,20,0,7,19,1,13714100
Undri,house,sale,fully-furnished,2,870,2,25,2,0,2,0,4350700
Pimple Saudagar,apartment,rent,unfurnished,2,846,2,8,1,0,4,0,25200
Viman Nagar,plot,sale,fully-furnished,0,1504,1,16,10,0,1,1,15625900
Hinjewadi,apartment,sale,semi-furnished,2,1166,2,24,4,6,10,1,7686100
Viman Nagar,house,sale,unfurnished,2,1189,2,21,7,1,14,1,8809400
Hinjewadi,apartment,rent,semi-furnished,2,981,2,2,3,6,21,1,29600
Camp,apartment,rent,unfurnished,2,980,2,5,3,3,15,0,37200
Kothrud,apartment,sale,fully-furnished,4,1646,4,28,7,0,5,1,18676200
Pisoli,apartment,sale,unfurnished,2,1293,2,1,3,1,15,0,5696700
Baner,villa,sale,semi-furnished,3,3127,3,17,6,8,19,1,44384000
Viman Nagar,apartment,rent,unfurnished,2,1284,2,11,8,4,13,1,58700
Kondhwa,commercial,rent,semi-furnished,0,5981,1,23,3,0,1,0,327600
Balewadi,studio,rent,semi-furnished,1,446,1,17,6,7,14,0,25700
Kalyani Nagar,house,rent,semi-furnished,1,605,1,11,10,13,20,0,22400
Pimpri,house,rent,fully-furnished,2,955,2,9,2,2,17,0,28700
Wagholi,apartment,rent,fully-furnished,3,1337,3,15,3,1,5,0,49400
Aundh,house,sale,fully-furnished,2,1152,2,23,3,1,12,1,10415200
Kothrud,apartment,rent,unfurnished,1,501,1,13,6,8,12,1,22000
Pisoli,studio,sale,unfurnished,1,540,1,31,2,4,7,0,1959200
Viman Nagar,apartment,sale,fully-furnished,2,1102,2,25,7,8,14,1,12481800
Kharadi,apartment,sale,fully-furnished,2,944,2,28,7,5,11,1,7415700
Baner,apartment,sale,semi-furnished,1,604,1,9,7,1,11,1,5690800
Wagholi,apartment,rent,semi-furnished,3,1688,3,21,3,5,10,0,41900
Kondhwa,studio,sale,unfurnished,1,620,1,4,0,7,10,0,3516500
Viman Nagar,apartment,sale,semi-furnished,2,1412,2,27,5,6,11,1,10644400
Magarpatta,villa,sale,fully-furnished,3,1755,3,12,4,12,13,0,21969100
Viman Nagar,commercial,sale,fully-furnished,0,449,1,9,7,0,1,1,10083600
Pimpri,studio,sale,unfurnished,1,611,1,6,2,1,2,0,3280800
Pimpri,house,rent,fully-furnished,1,439,1,30,0,1,10,0,9400
Hadapsar,apartment,sale,semi-furnished,4,1682,4,18,2,6,14,0,10243500
Magarpatta,apartment,sale,semi-furnished,2,1025,2,11,1,4,13,0,6543800
Aundh,apartment,rent,unfurnished,2,712,2,15,3,3,16,1,33200
Baner,studio,sale,semi-furnished,1,474,1,17,5,6,10,1,4392800
Wakad,house,sale,unfurnished,3,1259,3,25,0,2,10,1,7920000
Undri,studio,rent,fully-furnished,1,514,1,4,2,8,15,0,11900
Hinjewadi,house,rent,semi-furnished,3,1185,3,12,2,3,10,1,60400
Viman Nagar,commercial,sale,unfurnished,0,2965,1,23,8,0,1,1,13935500
Pashan,commercial,rent,semi-furnished,0,5067,1,11,4,0,1,0,331300
Kondhwa,apartment,sale,unfurnished,2,1439,2,1,4,20,21,0,9384100
Hinjewadi,plot,sale,semi-furnished,0,4482,1,5,0,0,1,1,19299400
Koregaon Park,apartment,sale,semi-furnished,1,954,1,3,10,5,6,0,15458100
Koregaon Park,villa,rent,fully-furnished,1,1797,1,23,5,4,12,0,952800
Wakad,apartment,sale,unfurnished,2,714,2,23,4,0,17,1,4068400
Hinjewadi,studio,sale,semi-furnished,1,516,1,1,3,3,10,1,4876100
Wakad,apartment,sale,semi-furnished,2,1147,2,14,2,3,7,1,8140800
Kharadi,house,sale,unfurnished,1,917,1,11,3,6,11,1,7442200
Baner,apartment,sale,unfurnished,2,777,2,6,3,6,8,1,7129500
Hinjewadi,apartment,sale,unfurnished,2,897,2,20,6,1,10,1,5304200
Undri,apartment,sale,unfurnished,2,940,2,19,1,1,5,0,4119400
Shivajinagar,apartment,rent,semi-furnished,2,776,2,14,7,9,16,1,32000
Kharadi,apartment,rent,unfurnished,2,1186,2,27,7,2,10,1,44200
Viman Nagar,apartment,sale,fully-furnished,2,943,2,0,9,3,8,1,12845200
Baner,apartment,rent,semi-furnished,2,1252,2,21,5,5,10,1,57000
Wagholi,apartment,rent,fully-furnished,1,668,1,21,1,5,9,0,19300
Hadapsar,apartment,sale,semi-furnished,3,1609,3,13,1,4,8,0,9950300
Chinchwad,apartment,sale,fully-furnished,3,1183,3,9,5,1,17,0,8519500
Pashan,plot,sale,fully-furnished,0,2593,1,19,4,0,1,0,18240300
Balewadi,apartment,sale,semi-furnished,2,1074,2,27,4,2,7,0,5622500
Magarpatta,commercial,rent,unfurnished,0,4085,1,12,1,0,1,0,397400
Hinjewadi,plot,sale,unfurnished,0,2502,1,8,5,0,1,1,13615900
Kothrud,house,sale,semi-furnished,2,953,2,29,2,1,4,1,6162000
Pisoli,studio,sale,fully-furnished,1,495,1,1,0,3,5,0,3528600
Koregaon Park,apartment,rent,semi-furnished,3,1421,3,29,10,1,3,0,121200
Wakad,apartment,rent,semi-furnished,3,1408,3,4,3,2,9,1,75900
Boat Club Road,house,sale,semi-furnished,4,1727,4,5,7,5,11,0,36610800
Aundh,apartment,sale,unfurnished,4,1733,4,21,6,7,15,1,19542900
Wakad,apartment,rent,unfurnished,3,1188,3,0,6,6,9,1,61300
Koregaon Park,apartment,rent,semi-furnished,1,300,1,28,7,2,2,0,35700
Koregaon Park,apartment,rent,semi-furnished,2,949,2,29,5,6,21,0,52200
Kalyani Nagar,apartment,sale,fully-furnished,2,679,2,1,6,12,12,0,10562900
Koregaon Park,studio,sale,semi-furnished,1,327,1,8,8,7,9,0,4609300
Balewadi,apartment,sale,fully-furnished,4,1317,4,10,5,4,11,0,14347400
Magarpatta,commercial,sale,unfurnished,0,883,1,9,7,0,1,0,7472500
Wanowrie,apartment,rent,unfurnished,4,1649,4,23,1,3,4,0,92400
Kondhwa,commercial,sale,semi-furnished,0,4872,1,14,1,0,1,0,13262300
Wakad,apartment,rent,semi-furnished,1,949,1,29,6,13,17,1,29200
Hadapsar,house,sale,fully-furnished,3,1729,3,18,4,5,7,0,8861900
Baner,apartment,rent,semi-furnished,3,1037,3,9,7,1,7,1,76200
Hinjewadi,plot,rent,unfurnished,0,4263,1,20,3,0,1,1,117700
Pimpri,commercial,sale,semi-furnished,0,3063,1,5,4,0,1,0,11271200
Pashan,apartment,sale,fully-furnished,3,1078,3,15,2,5,6,0,9993300
Kondhwa,house,rent,semi-furnished,3,1657,3,18,0,6,8,0,66700
Baner,villa,sale,unfurnished,1,2342,1,13,2,11,18,1,23918200
Baner,studio,sale,fully-furnished,1,444,1,27,4,10,11,1,4231700
Viman Nagar,apartment,rent,unfurnished,2,1413,2,6,9,2,8,1,75000
Kondhwa,apartment,sale,unfurnished,2,958,2,16,5,2,13,0,4690700
Hinjewadi,apartment,rent,unfurnished,3,1565,3,31,1,0,3,1,74400
Chinchwad,commercial,sale,unfurnished,0,3744,1,4,1,0,1,0,31353500
Kalyani Nagar,apartment,rent,fully-furnished,2,711,2,4,6,3,17,0,61900
Undri,apartment,sale,fully-furnished,4,1636,4,26,3,5,11,0,10083800
Baner,apartment,sale,fully-furnished,1,460,1,27,3,1,9,1,2793200
Hadapsar,apartment,sale,semi-furnished,2,1326,2,21,6,2,8,0,6349200
Hinjewadi,apartment,sale,fully-furnished,3,1459,3,5,4,14,16,1,13609100
Boat Club Road,apartment,rent,unfurnished,3,1285,3,19,9,0,8,0,92600
Aundh,apartment,sale,unfurnished,4,1780,4,3,4,2,4,1,20509100
Aundh,studio,rent,semi-furnished,1,621,1,12,9,9,15,1,22000
Kondhwa,apartment,sale,unfurnished,4,1218,4,29,5,5,15,0,7140600
Undri,apartment,sale,semi-furnished,3,1320,3,0,2,0,2,0,9358500
Koregaon Park,apartment,rent,fully-furnished,2,1129,2,8,4,1,10,0,85200
Pimple Saudagar,house,sale,semi-furnished,3,1057,3,7,3,7,8,0,9419100
Viman Nagar,apartment,sale,fully-furnished,2,896,2,24,6,7,15,1,10005400
Magarpatta,apartment,rent,semi-furnished,3,1405,3,17,5,0,8,0,68800
Koregaon Park,apartment,rent,semi-furnished,2,634,2,18,10,5,11,0,64900
Magarpatta,apartment,sale,unfurnished,3,1348,3,16,3,1,10,0,11192300
Wakad,house,rent,fully-furnished,4,1241,4,25,5,13,14,1,110300
Wakad,apartment,rent,semi-furnished,2,1241,2,22,4,12,13,1,35300
Aundh,villa,rent,fully-furnished,2,1873,2,8,3,1,2,1,599500
Hinjewadi,apartment,sale,semi-furnished,3,1299,3,16,3,14,25,1,11886200
Wakad,studio,sale,semi-furnished,1,517,1,24,5,6,16,1,3654900
Hadapsar,commercial,rent,unfurnished,0,2739,1,10,0,0,1,0,105600
Balewadi,apartment,sale,semi-furnished,2,945,2,1,6,6,9,0,8058400
Kondhwa,house,rent,semi-furnished,2,1123,2,29,1,2,6,0,30800
Aundh,apartment,rent,semi-furnished,4,1467,4,4,6,4,16,1,144300
Balewadi,house,sale,semi-furnished,2,1067,2,8,3,4,4,0,10441400
Viman Nagar,apartment,rent,semi-furnished,3,1467,3,3,6,5,13,1,108900
Boat Club Road,apartment,rent,semi-furnished,2,964,2,26,4,2,9,0,60400
Aundh,house,rent,semi-furnished,3,1075,3,27,3,3,18,1,80200
Chinchwad,house,sale,unfurnished,2,916,2,23,0,6,12,0,3652600
Wakad,studio,sale,semi-furnished,1,315,1,6,5,7,10,1,2357800
Wagholi,apartment,rent,unfurnished,2,988,2,8,8,2,12,0,32500
Baner,apartment,rent,semi-furnished,2,801,2,30,5,4,6,1,40400
Baner,studio,sale,fully-furnished,1,484,1,25,3,1,5,1,4222000
Kothrud,studio,rent,fully-furnished,1,467,1,25,1,0,9,1,21100
Koregaon Park,apartment,rent,semi-furnished,1,486,1,28,6,4,17,0,34400
Chinchwad,apartment,sale,semi-furnished,4,1799,4,10,6,1,2,0,14783500
Baner,commercial,sale,unfurnished,0,5461,1,30,5,0,1,1,26087100
Baner,apartment,rent,semi-furnished,3,1345,3,2,7,4,11,1,110500
Koregaon Park,villa,sale,semi-furnished,3,3976,3,8,5,5,11,0,56723100
Koregaon Park,apartment,rent,semi-furnished,2,747,2,20,6,6,18,0,71200
Shivajinagar,apartment,rent,semi-furnished,3,1288,3,28,6,5,6,1,102300
Wakad,house,sale,semi-furnished,3,1360,3,4,2,4,14,1,13344800
Hadapsar,apartment,rent,unfurnished,2,988,2,1,4,2,10,0,22000
Hinjewadi,studio,sale,unfurnished,1,652,1,5,4,0,10,1,4526900
Hadapsar,apartment,rent,semi-furnished,1,968,1,7,6,1,11,0,19400
Viman Nagar,apartment,rent,fully-furnished,3,1099,3,30,6,5,6,1,89200
Koregaon Park,house,rent,semi-furnished,4,1564,4,22,5,16,16,0,192000
Boat Club Road,apartment,sale,unfurnished,3,988,3,30,7,0,8,0,11458100
Koregaon Park,studio,rent,semi-furnished,1,473,1,4,7,9,13,0,35200
Viman Nagar,house,sale,unfurnished,1,712,1,11,6,0,2,1,6598600
Aundh,plot,sale,unfurnished,0,4356,1,26,8,0,1,1,15484300
Pimpri,apartment,sale,unfurnished,3,1658,3,30,4,1,10,0,6302800
Pimple Saudagar,studio,sale,fully-furnished,1,547,1,11,1,0,11,0,4909800
Viman Nagar,apartment,rent,unfurnished,2,1023,2,12,5,2,12,1,50400
Hinjewadi,house,sale,unfurnished,3,1639,3,18,1,0,7,1,9943000
Pisoli,apartment,sale,unfurnished,1,877,1,30,6,10,11,0,3278200
Chinchwad,apartment,sale,fully-furnished,4,1669,4,6,2,2,14,0,14179700
Aundh,plot,rent,fully-furnished,0,3863,1,30,9,0,1,1,181000
Aundh,studio,sale,unfurnished,1,386,1,19,5,9,10,1,3402400
Hinjewadi,villa,sale,semi-furnished,1,2350,1,28,0,1,11,1,15098300
Kharadi,house,sale,fully-furnished,4,1778,4,31,6,9,11,1,18268900
Magarpatta,villa,rent,unfurnished,2,1227,2,24,2,2,8,0,184800
Pisoli,apartment,rent,fully-furnished,1,454,1,26,2,4,11,0,14400
Pimpri,villa,sale,fully-furnished,2,1693,2,20,6,3,10,0,15276000
Hinjewadi,apartment,sale,semi-furnished,3,1296,3,26,4,4,19,1,8460100
Kondhwa,commercial,sale,fully-furnished,0,2489,1,11,4,0,1,0,19015700
Boat Club Road,studio,sale,fully-furnished,1,627,1,13,6,1,12,0,9616300
Viman Nagar,apartment,sale,semi-furnished,2,1177,2,26,9,1,8,1,10775400
Magarpatta,commercial,sale,fully-furnished,0,4093,1,2,2,0,1,0,51206300
Balewadi,apartment,rent,unfurnished,5,2231,5,23,6,3,8,0,221100
Pimple Saudagar,apartment,sale,unfurnished,3,833,3,26,1,1,7,0,3417400
Koregaon Park,apartment,sale,fully-furnished,2,900,2,21,6,8,11,0,11419800
Kothrud,house,sale,semi-furnished,4,1693,4,17,3,1,5,1,18925300
Koregaon Park,plot,sale,unfurnished,0,974,1,28,6,0,1,0,6265200
Hinjewadi,studio,rent,fully-furnished,1,408,1,19,3,2,6,1,14900
Aundh,apartment,rent,semi-furnished,4,1727,4,5,3,0,12,1,131800
Kharadi,plot,rent,semi-furnished,0,790,1,16,3,0,1,1,33100
Hinjewadi,house,sale,semi-furnished,4,1554,4,4,4,7,11,1,16216300
Baner,apartment,sale,unfurnished,2,991,2,13,5,3,10,1,8832300
Pimpri,apartment,rent,fully-furnished,2,978,2,23,4,3,5,0,32700
Magarpatta,villa,sale,unfurnished,1,1200,1,25,4,4,8,0,9069800
Balewadi,studio,sale,semi-furnished,1,582,1,22,6,3,9,0,3406400
Pimple Saudagar,apartment,sale,fully-furnished,3,1423,3,17,2,4,8,0,11000500
Wakad,apartment,rent,semi-furnished,2,901,2,19,2,5,7,1,22300
Pisoli,apartment,rent,unfurnished,5,1761,5,19,0,3,4,0,96800
Kothrud,plot,sale,unfurnished,0,2812,1,6,6,0,1,1,17995800
Kothrud,apartment,rent,fully-furnished,2,1117,2,29,7,7,12,1,52500
Baner,apartment,rent,semi-furnished,1,544,1,27,6,0,5,1,24600
Baner,apartment,sale,semi-furnished,3,1683,3,4,3,7,7,1,19952300
Aundh,apartment,sale,semi-furnished,2,861,2,10,5,6,13,1,8837100
Pashan,apartment,rent,unfurnished,3,1090,3,1,3,5,12,0,46400
Pimple Saudagar,house,sale,semi-furnished,2,860,2,25,3,4,13,0,4367100
Viman Nagar,villa,rent,unfurnished,3,2641,3,13,2,1,15,1,502100
Boat Club Road,commercial,rent,unfurnished,0,1060,1,3,6,0,1,0,243200
Viman Nagar,commercial,rent,semi-furnished,0,5689,1,11,7,0,1,1,464800
Camp,studio,sale,semi-furnished,1,520,1,11,5,6,13,0,4567800
Magarpatta,apartment,sale,unfurnished,3,1235,3,1,2,3,11,0,8181500
Magarpatta,apartment,sale,semi-furnished,2,677,2,4,2,0,4,0,5117800
Pisoli,house,rent,fully-furnished,2,1307,2,21,5,3,12,0,30500
Pashan,studio,rent,unfurnished,1,300,1,30,8,4,5,0,13700
Baner,apartment,rent,semi-furnished,3,1263,3,26,5,7,12,1,74000
Chinchwad,studio,sale,fully-furnished,1,362,1,10,3,0,12,0,2372600
Pimpri,house,sale,semi-furnished,3,1206,3,6,1,6,13,0,7800000
Hinjewadi,apartment,rent,unfurnished,1,1033,1,17,3,7,13,1,26700
Hinjewadi,villa,sale,semi-furnished,2,2206,2,23,4,11,11,1,18861300
Undri,apartment,rent,fully-furnished,3,1849,3,25,1,8,10,0,69700
Balewadi,apartment,sale,unfurnished,2,1286,2,0,3,3,3,0,11203800
Wakad,plot,sale,fully-furnished,0,3986,1,25,2,0,1,1,16537400
Hinjewadi,apartment,sale,fully-furnished,2,993,2,26,1,2,7,1,7479600
Pimple Saudagar,house,sale,unfurnished,3,822,3,9,8,12,14,0,5565200
Koregaon Park,apartment,sale,fully-furnished,3,1131,3,24,5,1,10,0,14367800
Wagholi,apartment,rent,semi-furnished,4,1471,4,15,3,2,14,0,79100
Pisoli,commercial,sale,semi-furnished,0,1830,1,29,4,0,1,0,7365800
Wakad,plot,rent,fully-furnished,0,1198,1,27,6,0,1,1,69000
Baner,villa,rent,unfurnished,2,2265,2,16,4,4,4,1,432200
Chinchwad,apartment,sale,fully-furnished,4,2022,4,5,5,2,4,0,19661000
Baner,apartment,sale,unfurnished,2,1206,2,17,4,0,6,1,9802200
Koregaon Park,house,rent,unfurnished,2,883,2,29,7,3,8,0,33700
Pashan,studio,sale,semi-furnished,1,543,1,14,6,11,12,0,4719000
Chinchwad,house,sale,unfurnished,4,1796,4,24,3,12,14,0,9231600
Kalyani Nagar,commercial,rent,semi-furnished,0,4141,1,17,5,0,1,0,389500
Wakad,apartment,rent,unfurnished,1,617,1,19,5,8,8,1,22400
Pimple Saudagar,apartment,rent,fully-furnished,2,1070,2,24,4,0,3,0,55500
Wanowrie,house,sale,fully-furnished,2,992,2,1,4,0,5,0,9672500
Magarpatta,apartment,rent,unfurnished,4,1591,4,16,4,7,16,0,97300
Chinchwad,apartment,sale,semi-furnished,1,544,1,31,1,1,15,0,1871000
Chinchwad,apartment,rent,unfurnished,4,1689,4,16,4,2,5,0,86300
Kalyani Nagar,apartment,sale,semi-furnished,3,1273,3,12,8,5,5,0,20370600
Pimpri,studio,sale,fully-furnished,1,507,1,10,2,8,8,0,3820700
Pimpri,commercial,sale,semi-furnished,0,4364,1,26,2,0,1,0,26271400
Baner,apartment,sale,semi-furnished,2,927,2,26,6,4,7,1,7120200
Kothrud,apartment,sale,semi-furnished,3,1423,3,22,4,4,7,1,10418000
Kothrud,apartment,rent,semi-furnished,3,1393,3,6,1,1,15,1,72400
Kharadi,house,sale,unfurnished,4,1562,4,11,2,1,9,1,14030900
Pimple Saudagar,apartment,rent,semi-furnished,1,484,1,7,4,0,8,0,18300
Balewadi,apartment,sale,unfurnished,2,1197,2,11,3,2,4,0,8630000
Undri,apartment,sale,unfurnished,5,2080,5,29,2,12,12,0,11485600
Kothrud,house,sale,fully-furnished,1,889,1,29,4,8,10,1,6388100
Bavdhan,house,sale,semi-furnished,2,1239,2,14,1,1,3,0,7351300
Chinchwad,apartment,rent,fully-furnished,3,1005,3,15,5,9,11,0,47200
Aundh,apartment,sale,unfurnished,4,1355,4,25,3,6,9,1,13246100
Kothrud,villa,rent,fully-furnished,3,2686,3,10,2,6,6,1,466100
Viman Nagar,house,sale,semi-furnished,4,1591,4,31,7,7,9,1,17500000
Baner,house,rent,fully-furnished,2,993,2,16,3,0,2,1,42300
Undri,apartment,rent,unfurnished,2,1137,2,7,0,0,6,0,18200
Kharadi,apartment,rent,unfurnished,3,1526,3,6,0,1,16,1,78500
Hinjewadi,apartment,rent,unfurnished,2,1078,2,22,2,6,18,1,36900
